,Name,F,M,Prob_F
29953,dejuante,0.0,12.0,0.0
29954,dejun,0.0,5.0,0.0
29955,dejuna,6.0,0.0,1.0
29956,deka,1.0,0.0,1.0
29957,dekai,0.0,16.0,0.0
29958,dekan,0.0,20.0,0.0
29959,dekanye,0.0,5.0,0.0
29960,dekara,10.0,0.0,1.0
29961,dekari,0.0,346.0,0.0
29962,dekayden,0.0,6.0,0.0
29963,dekayla,285.0,0.0,1.0
29964,deke,0.0,244.0,0.0
29965,dekea,1.0,0.0,1.0
29966,dekeisha,46.0,0.0,1.0
29967,dekel,0.0,22.0,0.0
29968,deken,0.0,34.0,0.0
29969,dekendra,5.0,0.0,1.0
29970,dekendrick,0.0,205.0,0.0
29971,deker,0.0,13.0,0.0
29972,dekesha,20.0,0.0,1.0
29973,dekeshia,10.0,0.0,1.0
29974,dekevion,0.0,22.0,0.0
29975,dekevious,0.0,10.0,0.0
29976,dekhari,0.0,45.0,0.0
29977,dekhlan,0.0,1.0,0.0
29978,dekia,10.0,0.0,1.0
29979,dekin,0.0,11.0,0.0
29980,deking,0.0,5.0,0.0
29981,dekira,21.0,0.0,1.0
29982,dekisha,70.0,0.0,1.0
29983,dekita,5.0,0.0,1.0
29984,dekiya,24.0,0.0,1.0
29985,dekiyah,10.0,0.0,1.0
29986,dekker,0.0,228.0,0.0
29987,dekklan,0.0,5.0,0.0
29988,deklahn,0.0,2.0,0.0
29989,deklan,0.0,1781.0,0.0
29990,deklan-tony,0.0,1.0,0.0
29991,dekland,0.0,2.0,0.0
29992,deklen,0.0,210.0,0.0
29993,deklian,0.0,1.0,0.0
29994,deklin,0.0,447.0,0.0
29995,deklyan,0.0,1.0,0.0
29996,deklyn,115.0,496.0,0.18821603927986907
29997,deklyn-troy,0.0,1.0,0.0
29998,deklynn,96.0,5.0,0.9504950495049505
29999,dekobe,0.0,6.0,0.0
30000,dekoda,16.0,53.0,0.2318840579710145
30001,dekodah,1.0,0.0,1.0
30002,dekon,0.0,21.0,0.0
30003,dekorion,0.0,5.0,0.0
30004,dekota,308.0,770.0,0.2857142857142857
30005,dekota-skye,1.0,0.0,1.0
30006,dekotah,13.0,0.0,1.0
30007,dekotahlee,1.0,0.0,1.0
30008,dekoven,0.0,10.0,0.0
30009,dekwan,0.0,34.0,0.0
30010,dekwon,0.0,11.0,0.0
30011,dekyla,12.0,0.0,1.0
30012,dekyn,0.0,1.0,0.0
30013,dekyra,27.0,0.0,1.0
30014,dekyrah,1.0,0.0,1.0
30015,del,673.0,4261.0,0.13640048642075395
30016,del-marie,2.0,0.0,1.0
30017,dela,476.0,5.0,0.9896049896049897
30018,delacey,41.0,0.0,1.0
30019,delacia,1.0,0.0,1.0
30020,delacy,20.0,5.0,0.8
30021,delaenie,5.0,0.0,1.0
30022,delahay,0.0,1.0,0.0
30023,delahni,6.0,0.0,1.0
30024,delaia,17.0,0.0,1.0
30025,delaiah,21.0,0.0,1.0
30026,delaila,246.0,0.0,1.0
30027,delailah,132.0,0.0,1.0
30028,delaili,7.0,0.0,1.0
30029,delain,30.0,5.0,0.8571428571428571
30030,delaina,1564.0,0.0,1.0
30031,delainah,5.0,0.0,1.0
30032,delaine,2367.0,242.0,0.907244154848601
30033,delainee,124.0,0.0,1.0
30034,delainey,1432.0,0.0,1.0
30035,delaini,36.0,0.0,1.0
30036,delainie,82.0,0.0,1.0
30037,delainy,136.0,0.0,1.0
30038,delajah,6.0,0.0,1.0
30039,delali,24.0,0.0,1.0
30040,delan,0.0,169.0,0.0
30041,delana,4065.0,0.0,1.0
30042,delance,0.0,111.0,0.0
30043,delancey,78.0,28.0,0.7358490566037735
30044,delancy,16.0,5.0,0.7619047619047619
30045,deland,0.0,279.0,0.0
30046,delanda,78.0,0.0,1.0
30047,delando,0.0,155.0,0.0
30048,delandra,20.0,0.0,1.0
30049,delandre,0.0,5.0,0.0
30050,delandria,16.0,0.0,1.0
30051,delane,958.0,949.0,0.5023597273203986
30052,delanea,5.0,0.0,1.0
30053,delanee,356.0,0.0,1.0
30054,delanei,5.0,0.0,1.0
30055,delaney,37356.0,1157.0,0.9699581959338405
30056,delani,1226.0,15.0,0.9879129734085415
30057,delania,238.0,0.0,1.0
30058,delanie,4361.0,0.0,1.0
30059,delann,11.0,0.0,1.0
30060,delanna,217.0,0.0,1.0
30061,delanne,5.0,0.0,1.0
30062,delannie,10.0,0.0,1.0
30063,delanny,54.0,0.0,1.0
30064,delano,71.0,5377.0,0.013032305433186491
30065,delanor,0.0,11.0,0.0
30066,delanta,1.0,5.0,0.16666666666666666
30067,delantae,0.0,5.0,0.0
30068,delante,0.0,744.0,0.0
30069,delany,993.0,0.0,1.0
30070,delanya,5.0,0.0,1.0
30071,delaphine,22.0,0.0,1.0
30072,delara,82.0,0.0,1.0
30073,delaratta,1.0,0.0,1.0
30074,delaris,6.0,0.0,1.0
30075,delasha,5.0,0.0,1.0
30076,delasia,49.0,0.0,1.0
30077,delaun,0.0,5.0,0.0
30078,delaura,10.0,0.0,1.0
30079,delauren,5.0,0.0,1.0
30080,delavan,0.0,5.0,0.0
30081,delavina,5.0,0.0,1.0
30082,delawrence,0.0,140.0,0.0
30083,delaya,10.0,0.0,1.0
30084,delayah,42.0,0.0,1.0
30085,delayla,233.0,0.0,1.0
30086,delaylah,37.0,0.0,1.0
30087,delayna,809.0,0.0,1.0
30088,delayne,620.0,56.0,0.9171597633136095
30089,delaynee,190.0,0.0,1.0
30090,delayney,11.0,0.0,1.0
30091,delayni,108.0,0.0,1.0
30092,delaynie,321.0,0.0,1.0
30093,delaysha,5.0,0.0,1.0
30094,delaysia,45.0,0.0,1.0
30095,delayza,122.0,0.0,1.0
30096,delba,5.0,0.0,1.0
30097,delbert,122.0,47135.0,0.0025816281185856065
30098,delberta,369.0,0.0,1.0
30099,delborah,5.0,0.0,1.0
30100,delbra,337.0,0.0,1.0
30101,delbreco,0.0,5.0,0.0
30102,delcan,0.0,5.0,0.0
30103,delcenia,74.0,0.0,1.0
30104,delci,11.0,0.0,1.0
30105,delcia,247.0,0.0,1.0
30106,delcie,1274.0,0.0,1.0
30107,delcina,56.0,0.0,1.0
30108,delcine,35.0,0.0,1.0
30109,delcy,11.0,0.0,1.0
30110,deldon,0.0,5.0,0.0
30111,deldra,16.0,0.0,1.0
30112,deldrick,0.0,240.0,0.0
30113,dele,1.0,0.0,1.0
30114,delea,5.0,0.0,1.0
30115,deleah,154.0,0.0,1.0
30116,delean,15.0,0.0,1.0
30117,deleana,11.0,0.0,1.0
30118,deleatrice,5.0,0.0,1.0
30119,delecia,355.0,0.0,1.0
30120,deledio,0.0,1.0,0.0
30121,delee,39.0,0.0,1.0
30122,deleen,17.0,0.0,1.0
30123,deleena,24.0,0.0,1.0
30124,deleesa,10.0,0.0,1.0
30125,delele,1.0,0.0,1.0
30126,delema,57.0,0.0,1.0
30127,delena,2154.0,0.0,1.0
30128,delene,841.0,0.0,1.0
30129,delenia,5.0,0.0,1.0
30130,delenio,0.0,1.0,0.0
30131,delenn,88.0,0.0,1.0
30132,delenna,5.0,0.0,1.0
30133,deleno,0.0,5.0,0.0
30134,deleon,22.0,914.0,0.023504273504273504
30135,delephine,5.0,0.0,1.0
30136,delerine,1.0,0.0,1.0
30137,delesa,66.0,0.0,1.0
30138,delese,2.0,0.0,1.0
30139,delesha,89.0,0.0,1.0
30140,deleshia,24.0,0.0,1.0
30141,delesia,83.0,0.0,1.0
30142,deleta,45.0,0.0,1.0
30143,deletha,104.0,0.0,1.0
30144,delethia,11.0,0.0,1.0
30145,deletta,5.0,0.0,1.0
30146,delexis,5.0,0.0,1.0
30147,delexus,12.0,0.0,1.0
30148,deleyza,52.0,0.0,1.0
30149,delfa,38.0,0.0,1.0
30150,delfeen,1.0,0.0,1.0
30151,delfin,0.0,285.0,0.0
30152,delfina,3960.0,0.0,1.0
30153,delfinia,46.0,0.0,1.0
30154,delfino,0.0,2324.0,0.0
30155,delford,0.0,548.0,0.0
30156,delfred,0.0,22.0,0.0
30157,delfreda,7.0,0.0,1.0
30158,delhia,1.0,0.0,1.0
30159,delia,36730.0,70.0,0.9980978260869565
30160,delia-jade,1.0,0.0,1.0
30161,deliah,1136.0,0.0,1.0
30162,deliah-anne,1.0,0.0,1.0
30163,deliana,103.0,0.0,1.0
30164,delianna,5.0,0.0,1.0
30165,deliany,5.0,0.0,1.0
30166,delianys,5.0,0.0,1.0
30167,delias,0.0,1.0,0.0
30168,delica,16.0,0.0,1.0
30169,delice,16.0,0.0,1.0
30170,delicia,2632.0,0.0,1.0
30171,delie,10.0,0.0,1.0
30172,deliesha,1.0,0.0,1.0
30173,delight,1037.0,0.0,1.0
30174,delijah,42.0,29.0,0.5915492957746479
30175,delikah,1.0,0.0,1.0
30176,delila,3292.0,0.0,1.0
30177,delilah,40776.0,0.0,1.0
30178,delilah-blu,1.0,0.0,1.0
30179,delilah-dawn,1.0,0.0,1.0
30180,delilah-grace,1.0,0.0,1.0
30181,delilahrose,15.0,0.0,1.0
30182,delilha,6.0,0.0,1.0
30183,delilia,22.0,0.0,1.0
30184,deliliah,175.0,0.0,1.0
30185,delima,31.0,0.0,1.0
30186,delimae,1.0,0.0,1.0
30187,delimar,23.0,0.0,1.0
30188,delina,1691.0,0.0,1.0
30189,delinah,43.0,0.0,1.0
30190,delinda,2238.0,0.0,1.0
30191,delinia,7.0,0.0,1.0
30192,delino,0.0,7.0,0.0
30193,delio,0.0,104.0,0.0
30194,delisa,3334.0,0.0,1.0
30195,delise,339.0,0.0,1.0
30196,delisha,1045.0,0.0,1.0
30197,delishai,1.0,0.0,1.0
30198,delishia,43.0,0.0,1.0
30199,delisia,115.0,0.0,1.0
30200,delissa,414.0,0.0,1.0
30201,delissia,5.0,0.0,1.0
30202,delita,127.0,0.0,1.0
30203,delite,10.0,0.0,1.0
30204,delith,1.0,0.0,1.0
30205,delitha,60.0,0.0,1.0
30206,deliyah,235.0,0.0,1.0
30207,deliylah,20.0,0.0,1.0
30208,deliza,30.0,0.0,1.0
30209,deljay-khyjuan,0.0,1.0,0.0
30210,deljuan,0.0,33.0,0.0
30211,dell,2547.0,3999.0,0.3890925756186984
30212,della,68383.0,139.0,0.9979714544233969
30213,dellah,39.0,0.0,1.0
30214,dellamae,67.0,0.0,1.0
30215,dellan,0.0,5.0,0.0
30216,dellana,10.0,0.0,1.0
30217,dellancy,1.0,0.0,1.0
30218,dellane,1.0,0.0,1.0
30219,dellaney,16.0,0.0,1.0
30220,dellanie,5.0,0.0,1.0
30221,dellanira,71.0,0.0,1.0
30222,dellar,576.0,0.0,1.0
30223,dellarae,11.0,0.0,1.0
30224,dellareese,11.0,0.0,1.0
30225,dellas,2.0,95.0,0.020618556701030927
30226,delle,86.0,0.0,1.0
30227,dellece,1.0,0.0,1.0
30228,dellen,0.0,7.0,0.0
30229,dellena,21.0,0.0,1.0
30230,dellene,92.0,0.0,1.0
30231,deller,23.0,0.0,1.0
30232,dellia,339.0,0.0,1.0
30233,dellie,636.0,11.0,0.9829984544049459
30234,dellis,0.0,75.0,0.0
30235,dellius,0.0,1.0,0.0
30236,dellon,0.0,35.0,0.0
30237,dellora,54.0,0.0,1.0
30238,delloraine,1.0,0.0,1.0
30239,delloyd,0.0,16.0,0.0
30240,dellphine,1.0,0.0,1.0
30241,dellrae,2.0,0.0,1.0
30242,dellron,0.0,1.0,0.0
30243,delma,8490.0,1447.0,0.8543826104458085
30244,delman,0.0,229.0,0.0
30245,delmar,135.0,14175.0,0.009433962264150943
30246,delmarco,0.0,10.0,0.0
30247,delmarie,54.0,0.0,1.0
30248,delmario,0.0,11.0,0.0
30249,delmas,0.0,2271.0,0.0
30250,delmay,1.0,0.0,1.0
30251,delmer,16.0,7648.0,0.0020876826722338203
30252,delmi,237.0,0.0,1.0
30253,delmira,59.0,0.0,1.0
30254,delmis,7.0,10.0,0.4117647058823529
30255,delmo,0.0,105.0,0.0
30256,delmon,0.0,445.0,0.0
30257,delmond,0.0,11.0,0.0
30258,delmonica,12.0,0.0,1.0
30259,delmont,0.0,535.0,0.0
30260,delmonta,0.0,5.0,0.0
30261,delmonte,0.0,59.0,0.0
30262,delmor,0.0,5.0,0.0
30263,delmore,0.0,244.0,0.0
30264,delmos,0.0,66.0,0.0
30265,delmus,0.0,599.0,0.0
30266,delmy,588.0,0.0,1.0
30267,delna,45.0,0.0,1.0
30268,delnia,1.0,0.0,1.0
30269,delno,0.0,294.0,0.0
30270,deloice,5.0,0.0,1.0
30271,delois,8522.0,122.0,0.9858861638130495
30272,deloise,1887.0,0.0,1.0
30273,deloma,66.0,0.0,1.0
30274,delon,38.0,1347.0,0.027436823104693142
30275,delona,267.0,5.0,0.9816176470588235
30276,delonda,302.0,0.0,1.0
30277,delondo,0.0,5.0,0.0
30278,delone,41.0,46.0,0.47126436781609193
30279,deloni,5.0,5.0,0.5
30280,delonia,5.0,0.0,1.0
30281,delonna,62.0,0.0,1.0
30282,delonta,0.0,384.0,0.0
30283,delontae,0.0,172.0,0.0
30284,delontay,0.0,36.0,0.0
30285,delonte,0.0,1517.0,0.0
30286,delonzo,0.0,16.0,0.0
30287,delor,0.0,10.0,0.0
30288,delora,2823.0,0.0,1.0
30289,deloraine,2.0,0.0,1.0
30290,deloras,908.0,0.0,1.0
30291,delorce,5.0,0.0,1.0
30292,delore,10.0,31.0,0.24390243902439024
30293,delorean,53.0,314.0,0.1444141689373297
30294,deloren,0.0,19.0,0.0
30295,delorenzo,0.0,7.0,0.0
30296,delores,118306.0,430.0,0.9963785204150384
30297,delorese,135.0,0.0,1.0
30298,delori,1.0,0.0,1.0
30299,deloria,430.0,0.0,1.0
30300,delorian,10.0,36.0,0.21739130434782608
30301,delorice,97.0,0.0,1.0
30302,delories,1251.0,0.0,1.0
30303,deloris,34736.0,93.0,0.9973298113640932
30304,delorise,1311.0,0.0,1.0
30305,deloros,79.0,0.0,1.0
30306,delors,12.0,0.0,1.0
30307,delorse,1142.0,0.0,1.0
30308,delorus,75.0,0.0,1.0
30309,delos,0.0,1318.0,0.0
30310,deloss,0.0,237.0,0.0
30311,delouise,15.0,0.0,1.0
30312,delouris,5.0,0.0,1.0
30313,deloy,0.0,398.0,0.0
30314,deloyce,104.0,0.0,1.0
30315,deloyd,0.0,130.0,0.0
30316,delpha,2025.0,0.0,1.0
30317,delpheen,1.0,0.0,1.0
30318,delphene,44.0,0.0,1.0
30319,delphenia,11.0,0.0,1.0
30320,delphi,2.0,0.0,1.0
30321,delphia,4250.0,0.0,1.0
30322,delphie,40.0,0.0,1.0
30323,delphin,0.0,116.0,0.0
30324,delphina,863.0,0.0,1.0
30325,delphine,10180.0,33.0,0.9967688240477822
30326,delphinia,23.0,0.0,1.0
30327,delphis,0.0,60.0,0.0
30328,delphus,0.0,17.0,0.0
30329,delquan,0.0,107.0,0.0
30330,delra,2.0,0.0,1.0
30331,delrae,152.0,0.0,1.0
30332,delray,9.0,510.0,0.017341040462427744
30333,delrene,4.0,0.0,1.0
30334,delrick,0.0,64.0,0.0
30335,delrico,0.0,277.0,0.0
30336,delrita,17.0,0.0,1.0
30337,delron,0.0,70.0,0.0
30338,delrose,139.0,0.0,1.0
30339,delroy,0.0,1425.0,0.0
30340,delsa,217.0,0.0,1.0
30341,delsean,0.0,5.0,0.0
30342,delsen,0.0,5.0,0.0
30343,delsey,32.0,0.0,1.0
30344,delsha,5.0,0.0,1.0
30345,delshaun,0.0,46.0,0.0
30346,delshawn,0.0,324.0,0.0
30347,delshon,0.0,63.0,0.0
30348,delsia,41.0,0.0,1.0
30349,delsie,1418.0,0.0,1.0
30350,delsin,0.0,192.0,0.0
30351,delson,0.0,67.0,0.0
30352,delsy,97.0,0.0,1.0
30353,delta,3733.0,97.0,0.9746736292428199
30354,deltha,141.0,0.0,1.0
30355,deltina,6.0,0.0,1.0
30356,delton,0.0,4676.0,0.0
30357,deltrick,0.0,5.0,0.0
30358,deluca,0.0,36.0,0.0
30359,deluvina,17.0,0.0,1.0
30360,delva,265.0,0.0,1.0
30361,delvan,0.0,17.0,0.0
30362,delvante,0.0,29.0,0.0
30363,delvaughn,0.0,6.0,0.0
30364,delvecchio,0.0,81.0,0.0
30365,delvene,11.0,0.0,1.0
30366,delver,0.0,6.0,0.0
30367,delvia,25.0,0.0,1.0
30368,delvian,0.0,2.0,0.0
30369,delvin,22.0,5256.0,0.004168245547555892
30370,delvina,175.0,0.0,1.0
30371,delvion,0.0,6.0,0.0
30372,delvis,0.0,97.0,0.0
30373,delvon,0.0,1143.0,0.0
30374,delvonta,0.0,38.0,0.0
30375,delvontae,0.0,11.0,0.0
30376,delvonte,0.0,168.0,0.0
30377,delwayne,0.0,5.0,0.0
30378,delwen,1.0,0.0,1.0
30379,delwin,0.0,1840.0,0.0
30380,delwood,0.0,25.0,0.0
30381,delwyn,11.0,944.0,0.011518324607329843
30382,dely,11.0,0.0,1.0
30383,delya,5.0,0.0,1.0
30384,delyce,1.0,0.0,1.0
30385,delycia,6.0,0.0,1.0
30386,delyla,524.0,0.0,1.0
30387,delylah,1069.0,0.0,1.0
30388,delyle,0.0,71.0,0.0
30389,delyliah,5.0,0.0,1.0
30390,delyn,57.0,11.0,0.8382352941176471
30391,delynda,78.0,0.0,1.0
30392,delynn,729.0,99.0,0.8804347826086957
30393,delynne,35.0,0.0,1.0
30394,delys,2.0,0.0,1.0
30395,delysa,5.0,0.0,1.0
30396,delyse,2.0,0.0,1.0
30397,delysha,2.0,0.0,1.0
30398,delysia,4.0,0.0,1.0
30399,delyssa,17.0,0.0,1.0
30400,delyth,1.0,1.0,0.5
30401,delyza,6.0,0.0,1.0
30402,delzie,2.0,0.0,1.0
30403,delzora,53.0,0.0,1.0
30404,dema,822.0,0.0,1.0
30405,demacio,0.0,17.0,0.0
30406,demaine,0.0,7.0,0.0
30407,demaj,0.0,26.0,0.0
30408,demajae,0.0,6.0,0.0
30409,demaje,0.0,21.0,0.0
30410,demandre,0.0,5.0,0.0
30411,demani,132.0,415.0,0.2413162705667276
30412,demante,0.0,24.0,0.0
30413,demanuel,0.0,5.0,0.0
30414,demar,0.0,1257.0,0.0
30415,demara,133.0,0.0,1.0
30416,demarcio,0.0,11.0,0.0
30417,demarco,0.0,5484.0,0.0
30418,demarcos,0.0,58.0,0.0
30419,demarcus,46.0,13672.0,0.003353258492491617
30420,demare,0.0,19.0,0.0
30421,demarea,0.0,219.0,0.0
30422,demarean,0.0,5.0,0.0
30423,demaree,12.0,71.0,0.14457831325301204
30424,demareo,0.0,58.0,0.0
30425,demareon,0.0,80.0,0.0
30426,demari,222.0,1895.0,0.10486537553141237
30427,demaria,340.0,59.0,0.8521303258145363
30428,demariae,0.0,32.0,0.0
30429,demariah,23.0,0.0,1.0
30430,demarian,0.0,214.0,0.0
30431,demariana,5.0,0.0,1.0
30432,demarie,109.0,64.0,0.630057803468208
30433,demariea,0.0,5.0,0.0
30434,demarien,0.0,47.0,0.0
30435,demario,17.0,6496.0,0.0026101642868109932
30436,demarion,0.0,3185.0,0.0
30437,demariona,5.0,0.0,1.0
30438,demarionna,7.0,0.0,1.0
30439,demarious,0.0,368.0,0.0
30440,demaris,1025.0,300.0,0.7735849056603774
30441,demarius,0.0,1928.0,0.0
30442,demariya,17.0,0.0,1.0
30443,demariyah,22.0,0.0,1.0
30444,demariyon,0.0,17.0,0.0
30445,demark,0.0,34.0,0.0
30446,demarkas,0.0,6.0,0.0
30447,demarkio,0.0,5.0,0.0
30448,demarkis,0.0,117.0,0.0
30449,demarko,0.0,699.0,0.0
30450,demarkus,0.0,1202.0,0.0
30451,demarlo,0.0,221.0,0.0
30452,demaro,0.0,5.0,0.0
30453,demarque,0.0,5.0,0.0
30454,demarques,0.0,264.0,0.0
30455,demarquez,0.0,138.0,0.0
30456,demarquis,0.0,474.0,0.0
30457,demarquise,0.0,33.0,0.0
30458,demarqus,0.0,63.0,0.0
30459,demarr,0.0,119.0,0.0
30460,demarra,1.0,0.0,1.0
30461,demarre,0.0,33.0,0.0
30462,demarrea,0.0,11.0,0.0
30463,demarreon,0.0,5.0,0.0
30464,demarri,0.0,73.0,0.0
30465,demarrie,0.0,8.0,0.0
30466,demarrio,0.0,196.0,0.0
30467,demarrion,0.0,198.0,0.0
30468,demarrius,0.0,64.0,0.0
30469,demartez,0.0,5.0,0.0
30470,demarus,0.0,65.0,0.0
30471,demaryius,0.0,82.0,0.0
30472,demas,0.0,5.0,0.0
30473,demaurea,0.0,5.0,0.0
30474,demauri,0.0,260.0,0.0
30475,demauria,11.0,9.0,0.55
30476,demaurie,0.0,6.0,0.0
30477,demaurio,0.0,5.0,0.0
30478,demaurion,0.0,79.0,0.0
30479,demaury,0.0,26.0,0.0
30480,demaya,247.0,0.0,1.0
30481,demba,0.0,68.0,0.0
30482,demcey,1.0,0.0,1.0
30483,demea,5.0,12.0,0.29411764705882354
30484,demeatra,5.0,0.0,1.0
30485,demeatrice,41.0,23.0,0.640625
30486,demeatrius,0.0,5.0,0.0
30487,demeca,11.0,0.0,1.0
30488,demecia,96.0,0.0,1.0
30489,demecio,0.0,26.0,0.0
30490,demeco,0.0,65.0,0.0
30491,demedrick,0.0,5.0,0.0
30492,demedrios,0.0,1.0,0.0
30493,demeeka,1.0,0.0,1.0
30494,demeir,0.0,27.0,0.0
30495,demeisha,68.0,0.0,1.0
30496,demeka,294.0,0.0,1.0
30497,demekia,31.0,0.0,1.0
30498,demeko,0.0,32.0,0.0
30499,demel,0.0,16.0,0.0
30500,demelza,37.0,0.0,1.0
30501,dementrius,0.0,26.0,0.0
30502,demere,0.0,97.0,0.0
30503,demeree,5.0,0.0,1.0
30504,demeri,6.0,0.0,1.0
30505,demeria,56.0,0.0,1.0
30506,demerick,0.0,26.0,0.0
30507,demerion,0.0,10.0,0.0
30508,demeris,0.0,5.0,0.0
30509,demerius,0.0,153.0,0.0
30510,demerrick,0.0,5.0,0.0
30511,demery,20.0,11.0,0.6451612903225806
30512,demesha,362.0,0.0,1.0
30513,demeshia,96.0,0.0,1.0
30514,demeta,27.0,0.0,1.0
30515,demeter,4.0,5.0,0.4444444444444444
30516,demeteria,12.0,0.0,1.0
30517,demeterius,0.0,23.0,0.0
30518,demethra,12.0,0.0,1.0
30519,demetia,5.0,0.0,1.0
30520,demetirus,0.0,6.0,0.0
30521,demetra,4251.0,12.0,0.9971850809289233
30522,demetrakis,0.0,1.0,0.0
30523,demetras,5.0,0.0,1.0
30524,demetre,12.0,690.0,0.017094017094017096
30525,demetrea,0.0,1.0,0.0
30526,demetree,0.0,26.0,0.0
30527,demetres,6.0,98.0,0.057692307692307696
30528,demetress,122.0,12.0,0.9104477611940298
30529,demetreus,0.0,259.0,0.0
30530,demetrey,0.0,7.0,0.0
30531,demetri,163.0,3750.0,0.04165601840020445
30532,demetria,11168.0,147.0,0.9870083959346001
30533,demetrial,5.0,0.0,1.0
30534,demetrian,0.0,10.0,0.0
30535,demetriana,51.0,0.0,1.0
30536,demetrianna,5.0,0.0,1.0
30537,demetrias,49.0,141.0,0.2578947368421053
30538,demetric,417.0,2145.0,0.16276346604215455
30539,demetrica,235.0,0.0,1.0
30540,demetrice,1823.0,1722.0,0.5142454160789844
30541,demetrices,0.0,5.0,0.0
30542,demetricia,5.0,0.0,1.0
30543,demetrick,0.0,741.0,0.0
30544,demetrics,0.0,23.0,0.0
30545,demetricus,0.0,31.0,0.0
30546,demetrie,17.0,315.0,0.05120481927710843
30547,demetries,0.0,66.0,0.0
30548,demetrik,0.0,27.0,0.0
30549,demetrio,0.0,2995.0,0.0
30550,demetrion,0.0,92.0,0.0
30551,demetriona,11.0,0.0,1.0
30552,demetrios,0.0,2752.0,0.0
30553,demetrious,58.0,1744.0,0.03218645948945616
30554,demetris,937.0,2662.0,0.2603500972492359
30555,demetrise,25.0,6.0,0.8064516129032258
30556,demetrish,5.0,0.0,1.0
30557,demetriss,27.0,0.0,1.0
30558,demetriu,0.0,9.0,0.0
30559,demetrius,1819.0,35773.0,0.04838795488401788
30560,demetrius-deng,0.0,1.0,0.0
30561,demetrou,1.0,0.0,1.0
30562,demetrous,0.0,35.0,0.0
30563,demetruis,5.0,854.0,0.005820721769499418
30564,demetrus,22.0,678.0,0.03142857142857143
30565,demetry,0.0,95.0,0.0
30566,demeturis,0.0,12.0,0.0
30567,demi,9487.0,7.0,0.9992626922266695
30568,demi-annette,1.0,0.0,1.0
30569,demi-cate,1.0,0.0,1.0
30570,demi-jean,1.0,0.0,1.0
30571,demi-lee,10.0,0.0,1.0
30572,demi-rae,1.0,0.0,1.0
30573,demi-rose,3.0,0.0,1.0
30574,demi-tina,1.0,0.0,1.0
30575,demia,600.0,0.0,1.0
30576,demiah,232.0,0.0,1.0
30577,demian,14.0,1737.0,0.00799543118218161
30578,demiana,137.0,0.0,1.0
30579,demica,76.0,0.0,1.0
30580,demicah,0.0,5.0,0.0
30581,demichael,0.0,395.0,0.0
30582,demicheal,0.0,16.0,0.0
30583,demico,0.0,75.0,0.0
30584,demid,0.0,17.0,0.0
30585,demie,47.0,0.0,1.0
30586,demien,0.0,11.0,0.0
30587,demier,0.0,10.0,0.0
30588,demii,46.0,0.0,1.0
30589,demika,260.0,0.0,1.0
30590,demikah,1.0,0.0,1.0
30591,demiko,0.0,22.0,0.0
30592,demilade,29.0,42.0,0.4084507042253521
30593,demille,0.0,10.0,0.0
30594,deming,0.0,5.0,0.0
30595,demingo,0.0,6.0,0.0
30596,deminica,1.0,0.0,1.0
30597,demion,0.0,10.0,0.0
30598,demir,0.0,623.0,0.0
30599,demira,63.0,0.0,1.0
30600,demiracle,10.0,0.0,1.0
30601,demire,0.0,7.0,0.0
30602,demirose,5.0,0.0,1.0
30603,demis,0.0,12.0,0.0
30604,demisha,258.0,0.0,1.0
30605,demita,284.0,0.0,1.0
30606,demiti,1.0,0.0,1.0
30607,demitra,633.0,0.0,1.0
30608,demitra-maria,1.0,0.0,1.0
30609,demitre,0.0,51.0,0.0
30610,demitri,23.0,1932.0,0.011764705882352941
30611,demitria,602.0,0.0,1.0
30612,demitric,0.0,6.0,0.0
30613,demitrice,6.0,5.0,0.5454545454545454
30614,demitrie,0.0,16.0,0.0
30615,demitrio,0.0,5.0,0.0
30616,demitrios,0.0,124.0,0.0
30617,demitrious,0.0,85.0,0.0
30618,demitris,0.0,157.0,0.0
30619,demitrius,11.0,1926.0,0.005678884873515746
30620,demitrus,0.0,141.0,0.0
30621,demitry,0.0,47.0,0.0
30622,demiya,294.0,0.0,1.0
30623,demiyah,417.0,0.0,1.0
30624,demmi,66.0,0.0,1.0
30625,demmi-lee,1.0,0.0,1.0
30626,demmie,5.0,0.0,1.0
30627,demmy,1.0,0.0,1.0
30628,demo,0.0,1.0,0.0
30629,demon,0.0,853.0,0.0
30630,demona,15.0,0.0,1.0
30631,demond,25.0,5850.0,0.00425531914893617
30632,demonde,0.0,5.0,0.0
30633,demondre,0.0,326.0,0.0
30634,demone,0.0,533.0,0.0
30635,demonei,0.0,5.0,0.0
30636,demoney,0.0,10.0,0.0
30637,demoni,94.0,260.0,0.2655367231638418
30638,demonica,360.0,0.0,1.0
30639,demonie,6.0,68.0,0.08108108108108109
30640,demont,0.0,563.0,0.0
30641,demonta,0.0,735.0,0.0
30642,demontae,0.0,644.0,0.0
30643,demontavious,0.0,10.0,0.0
30644,demontay,0.0,207.0,0.0
30645,demonte,0.0,2372.0,0.0
30646,demontez,0.0,184.0,0.0
30647,demontra,0.0,58.0,0.0
30648,demontrae,0.0,69.0,0.0
30649,demontray,0.0,149.0,0.0
30650,demontre,0.0,521.0,0.0
30651,demontreal,0.0,5.0,0.0
30652,demontrell,0.0,10.0,0.0
30653,demontrey,0.0,25.0,0.0
30654,demontrez,0.0,79.0,0.0
30655,demorea,0.0,12.0,0.0
